0,0.919588007
1,0.814629244
2,1.151155459
3,0.803817777
4,1.10546034
5,1.004044769
6,0.924473337
7,1.126229862
8,0.960138544
9,0.851836062
10,1.067782447
11,0.882435121
12,1.241719351
13,1.133228506
14,1.223871246
15,1.181330532
16,1.203506887
17,1.116476222
18,1.155213654
19,1.14433177
20,0.960473931
21,1.065824247
22,1.236596979
23,0.827269837
24,1.050200388
25,1.016381607
26,1.252141246
27,1.115091676
28,1.291518111
29,1.09260017
30,1.220318259
31,1.03440689
32,1.072611165
33,0.88955206
34,1.117230848
35,1.281479388
36,1.067006876
37,1.039807126
38,1.196833042
39,0.846356859
40,1.240399771
41,0.801936768
42,1.055764546
43,1.139231817
44,1.082873823
45,1.039229323
46,0.960256422
47,1.100789899
48,1.256576371
49,1.141258908
50,1.273366736
51,0.849544504
52,1.055514462
53,0.85506417
54,1.072630939
55,1.144392949
56,0.873708494
57,1.188780519
58,0.999525617
59,1.249149974
60,0.953521937
61,0.830525573
62,0.909735572
63,0.841416469
64,1.275197668
65,0.80818533
66,0.857334217
67,0.806204973
68,0.908113665
69,0.805713764
70,1.121224633
71,1.05849547
72,0.922771072
73,0.89687367
74,0.845435289
75,0.984220833
76,0.803896455
77,1.10135066
78,1.039427372
79,0.954058844
80,1.172222224
81,1.219674639
82,0.93121596
83,1.057119031
84,1.023387064
85,0.970605573
86,1.219570903
87,1.291246251
88,1.113232251
89,0.890637585
90,0.861508508
91,1.089984355
92,0.964267902
93,0.934093186
94,1.075119552
95,0.890258448
96,1.139245935
97,0.827844245
98,0.817028592
99,0.943259227
100,0.838695024
101,1.250286145
102,1.223302974
103,0.997849236
104,0.884607633
105,1.015226157
106,1.008109068
107,1.164381742
108,1.003236839
109,1.275903729
110,1.25599251
111,1.275707158
112,0.973000601
113,0.945122104
114,1.243350381
115,0.905015398
116,0.865438274
117,1.060257944
118,1.252731375
119,1.001265118
120,0.907880626
121,0.839369742
122,1.266529931
123,1.10143578
124,0.988746087
125,1.132465721
126,1.196095132
127,0.966746065
128,1.146329432
129,0.901907839
130,1.279356798
131,1.155916228
132,0.883453296
133,1.021388587
134,1.116496784
135,1.264983586
136,1.064665485
137,1.113237212
138,1.140409461
139,1.261598762
140,0.876417071
141,1.002860397
142,0.956237999
143,1.146949479
144,1.245343937
145,1.045335483
146,1.202911755
147,0.963219455
148,1.074939573
149,0.994392167
150,1.248414504
151,1.138060041
152,1.214198474
153,0.855044424
154,0.939613667
155,1.183818083
156,0.908028298
157,0.817031064
158,1.018275949
159,1.268431855
160,0.931044481
161,1.08487275
162,0.979776522
163,0.813419314
164,1.050209596
165,1.213507454
166,0.92949121
167,0.822942503
168,0.923235802
169,1.130366072
170,0.964704846
171,1.129748124
172,0.806502062
173,1.159033928
174,0.995559406
175,0.81675263
176,1.003007701
177,1.158153818
178,1.260668207
179,1.292007872
180,1.291710436
181,1.248153046
182,1.232851605
183,1.200480486
184,1.077489426
185,1.009436074
186,0.863561253
187,1.127310372
188,1.231982456
189,0.937299217
190,1.220081969
191,0.835377622
192,0.989396038
193,0.934084717
194,0.876460589
195,1.11549979
196,0.958187408
197,1.279555926
198,1.049336995
199,1.169304258
200,0.806377834
201,1.102676594
202,1.088225661
203,1.20368941
204,1.127484031
205,1.239114198
206,1.251186463
207,0.876116428
208,0.896290043
209,1.195487824
210,0.830352552
211,0.994913596
212,0.949982927
213,1.167089953
214,0.852104627
215,1.196287744
216,1.191364471
217,1.066198847
218,0.926676171
219,0.835477293
220,1.112901666
221,0.812340735
222,0.831021246
223,0.864805991
224,1.025307036
225,1.136167922
226,1.228055417
227,1.049222712
228,0.824392252
229,0.95691618
230,1.120815584
231,1.193193322
232,0.944575247
233,1.048934005
234,1.209217308
235,1.097564146
236,1.068212304
237,0.96543657
238,1.005845113
239,1.19700312
240,0.97160411
241,1.031303368
242,0.983911834
243,1.13978531
244,1.083889516
245,1.125888423
246,1.045556874
247,0.999229117
248,1.038742104
249,0.833293811
250,1.005514244
251,1.284545979
252,1.190360515
253,1.164508944
254,1.182825308
255,1.178290402
256,1.221635159
257,1.185078425
258,1.289330464
259,0.855679721
260,0.998038471
261,1.046030325
262,0.929047309
263,0.818483111
264,1.287190662
265,1.16321299
266,0.873982415
267,0.873947279
268,1.15241205
269,0.990496761
270,0.838205722
271,1.005420172
272,0.871495277
273,1.19946006
274,1.265124082
275,0.802359739
276,1.125020291
277,1.139266231
278,0.926811421
279,1.221590456
280,0.946979387
281,0.813430192
282,0.846653581
283,1.198942486
284,1.155701313
285,1.191703392
286,1.111961322
287,1.21270773
288,0.817511293
289,1.002737486
290,0.924834378
291,1.040448421
292,1.240419564
293,0.940342409
294,1.099571255
295,0.813113069
296,0.877599333
297,1.216955435
298,0.897446684
299,1.214894018
300,0.96903743
301,1.135558275
302,0.82618316
303,1.167154533
304,1.049740889
305,1.271649969
306,0.944886208
307,0.988280213
308,0.856877681
309,1.282425354
310,1.016255784
311,0.8422816
312,1.158338206
313,1.05339369
314,0.964043871
315,1.176762071
316,1.218002912
317,0.926858176
318,1.067212508
319,1.017582616
320,0.878852073
321,1.100240602
322,1.26872538
323,0.853879289
324,1.249990717
325,1.075232496
326,1.013678343
327,0.876190415
328,0.923773001
329,1.023684397
330,1.066391719
331,0.977325567
332,1.186557406
333,1.240840571
334,1.167046047
335,1.003216103
336,1.102089373
337,1.120552526
338,0.863733418
339,1.048095998
340,0.955234678
341,1.089287232
342,1.271804469
343,1.013469805
344,0.816564221
345,1.264716939
346,1.262491126
347,0.97915346
348,0.929994558
349,1.193429823
350,1.055791122
351,1.081263577
352,1.142396882
353,0.846198298
354,1.236289484
355,1.27146894
356,0.848297118
357,1.222941253
358,1.254697807
359,0.80567057
360,1.061841352
361,1.125172637
362,0.992572675
363,1.124651025
364,1.18142674
365,1.087842991
366,1.115959574
367,0.939102002
368,1.219918211
369,1.013417478
370,1.115811189
371,1.216733491
372,0.935092732
373,1.000400368
374,1.077127296
375,1.021932678
376,0.845192061
377,1.172190655
378,0.816307725
379,1.014871272
380,0.81863114
381,1.287898877
382,1.061169954
383,1.254814989
384,0.991623961
385,1.242226118
386,0.927508805
387,1.254524921
388,1.247280222
389,0.99925858
390,1.112510001
391,1.083798643
392,1.247255943
393,0.907082902
394,0.801929579
395,1.240290731
396,0.917560818
397,0.922432311
398,1.120458518
399,0.952262241
400,1.212810406
401,1.241844355
402,1.272686479
403,0.995397669
404,1.200660032
405,0.878556644
406,1.112582698
407,1.149492676
