1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125
1.160082306,1.296294909,0.834488923,0.991138674,1.237420189,1.248078717,0.876534175,1.005618227,1.044314767,1.155000088,1.042248614,1.175673037,1.293434154,0.992588073,0.902194258,1.18138134,1.192408212,1.211697921,0.843128448,0.980988137,0.907145265,1.071966955,1.097714776,0.828761191,1.125903941,0.99537982,0.947962066,1.018981496,1.047512991,0.949755021,1.044934863,0.884798479,1.290985451,0.948216453,0.839856002,1.068246166,1.297011716,0.82491171,1.25498076,1.024027268,1.15213611,1.136466721,1.100901248,0.852815264,0.96621862,1.179077563,1.12365353,1.046589705,1.215914334,1.25423948,1.054353468,1.048164866,1.153464176,1.071638264,1.080695008,1.058640619,1.263536323,0.846356802,1.079204927,0.841054938,1.069803361,0.979408366,0.903776237,1.198096986,1.10440906,1.205224902,0.825009575,0.832840637,0.849237735,1.071005274,1.232105799,1.085535321,0.864905284,1.257136527,1.24420112,1.274547748,0.803101739,0.965376259,0.82849874,0.953976855,1.081352667,0.817619678,1.262224715,0.95133699,1.093365398,0.991620327,0.854384399,1.045482074,1.139880479,0.884675345,1.223940197,1.263439425,0.849443913,1.14980837,1.168374702,1.070303889,0.993083756,0.823188132,1.158773166,0.857670823,0.91744628,1.268236193,0.929643099,0.846768217,0.812569928,1.248987831,1.156941114,0.849247984,1.299449722,1.107091796,1.240978182,1.208768825,0.80019859,1.091777268,0.990750786,0.957370857,1.189728309,1.099551463,1.018217338,1.123274635,1.023188852,1.184802554,0.891422207,0.934020552,1.147676914
0.973447595,1.027921851,0.883392291,1.146454277,1.030071274,1.170790171,1.214504457,1.208170099,1.148813919,1.271183366,1.03483692,0.830199296,1.106087445,1.228259739,1.056873484,1.161377092,0.89003105,1.248608209,1.228712712,0.96233452,1.133006235,0.816123221,1.295119322,1.139689963,0.876072158,1.030431116,0.824565114,1.173365593,1.17589776,0.912990438,1.131020748,1.254797574,1.294356388,0.880567423,1.087302534,1.267612594,1.286982485,1.199871873,0.997623933,1.074594808,1.074839906,1.220368055,1.164093167,0.972942579,1.063858633,1.037481969,0.957555385,1.044066702,1.127432259,1.156990872,1.276119173,1.197331806,1.20975932,1.111870538,0.822783339,1.109664074,1.058551413,1.239432283,0.984060541,0.94988438,1.21057508,1.193662533,0.968975936,1.234617319,0.853485434,1.296106156,0.935447744,0.977554319,0.829249577,0.990483826,1.074398621,1.151270629,1.206515726,1.071825735,1.287374444,1.0521741,1.223158185,1.278895428,0.883803625,1.066235019,1.107567928,0.809817665,1.178666055,1.0039191,1.101478677,0.962035923,1.112031674,1.142492951,0.92574011,1.288681688,1.167212624,1.140213527,0.960760349,1.25430373,1.089563814,1.185868694,0.90094637,1.269378,0.988849125,1.00540353,1.025550256,0.985831479,0.844303716,1.16639478,0.823425353,0.882265921,0.865476657,1.164947522,1.122880984,1.177623956,1.062187302,1.295164192,0.832284989,0.833617975,0.908307058,1.203464251,1.047163561,0.939515873,0.911396333,1.001187279,1.014551986,1.121747541,1.226564387,0.872961171,1.128526877
1.05849521,1.01302044,1.273719131,1.101035656,0.801531787,1.132368316,1.169599764,0.984127374,1.058292824,1.040085631,0.883914099,1.161067018,0.982818981,1.261269487,1.035864387,1.227219601,0.962997478,1.084790354,1.271352104,1.27832559,1.020374419,1.085730707,0.807809526,1.153986201,1.009170321,1.220963728,1.15390125,1.279931461,0.977727437,0.889299965,1.204722851,1.245960073,1.201712001,1.213646333,1.123673625,1.245267953,1.166991347,1.198640377,0.948346804,1.114600138,1.062168651,1.280109268,1.069876737,1.101674584,0.935961917,1.133879855,0.941597899,0.878183352,1.264652286,1.284475184,1.273849331,1.255119003,0.824832942,1.034299572,1.00378968,0.878790875,0.816113959,1.167629883,1.002588951,0.855586766,1.034319019,0.949898317,1.200372322,0.84978728,0.982432856,0.984907085,1.103149475,1.050702803,1.121283181,0.867172915,1.205827457,1.251477823,1.189688241,1.274883039,0.860955581,0.844634682,1.231979428,0.808428217,0.880867788,0.829591851,1.29632864,1.242320921,1.209839518,0.965690137,1.159449379,1.277439672,1.222515469,1.044405917,1.172529053,0.97410317,1.113504003,0.859539676,0.887645527,0.800898868,0.853991007,0.981484476,1.15544772,1.154199843,1.093178107,0.92116556,1.078120175,1.205767516,1.003865225,1.04799249,1.292014022,1.065191819,0.93814998,0.864235009,1.023350865,0.93236134,1.20618041,1.10970863,1.04787788,0.952036633,0.909410111,1.168972089,0.966203974,1.057505981,0.832019007,1.128804229,0.810288547,0.937720229,0.844576439,0.992423158,0.882254065
1.078347316,0.906607389,1.205544209,1.187628856,1.032470638,1.166681348,0.849435153,1.013107713,0.942616773,1.017305595,0.841429237,0.943166001,0.875369748,0.928378124,1.034641919,0.92497853,0.947737298,0.819998443,1.295654639,0.845409388,1.006393902,1.27979882,1.216602886,1.274463751,1.183383667,0.852750916,0.863495174,1.020909027,1.083535529,0.993577475,0.873653186,1.153680537,1.046310227,1.035307227,1.042297011,1.086495939,1.136111069,1.169621577,1.050531159,1.065970342,1.132399341,1.18806923,1.168694406,1.136100991,0.976983271,1.171658143,1.26029271,0.902486439,0.989479716,0.809047172,0.823502363,1.183890869,0.983759466,1.091948827,0.99563637,1.068802003,0.914896978,1.175514155,1.161037538,0.916570835,1.237245899,0.914453683,1.031730233,1.118179121,0.894729459,0.931658017,1.147860133,1.253339559,1.007804886,1.013115338,0.813653933,0.965577869,1.03379005,1.100215983,1.299351061,1.132562721,0.966279222,1.125162722,0.863761394,1.136445823,1.27010576,1.154552394,1.044174453,1.173619071,0.99537494,1.167271693,1.125452437,1.273338397,0.928451426,1.277414024,0.839257764,1.224070834,0.873796273,1.087703727,1.125428645,1.223503167,0.998486435,1.217324603,0.953739524,1.058810416,1.040979045,0.825536158,1.078598738,1.023308132,1.068717843,0.843969346,0.875924302,1.14851823,0.814273009,1.223723883,1.08867597,1.126177077,1.209526792,1.286484537,0.849239707,0.82009504,0.866597291,0.908996035,1.091277607,1.081621582,1.115433181,1.188394892,0.828071321,0.904911343,0.800851143
0.87824761,0.89662474,1.155227846,1.095917103,1.212035947,1.017958157,1.210316544,0.845608405,0.804725242,1.056036274,1.116580628,1.282236786,1.287850178,1.089146357,1.274089814,1.107450145,0.851661839,1.278743266,1.2052742,1.176912048,1.223276209,1.214868181,0.870697034,1.278619664,0.932534948,1.091907174,1.249377986,1.28470099,1.050586708,0.922735589,0.853219848,1.025652467,0.943368017,1.181409954,1.227101206,1.068167418,1.174506162,1.190402432,1.019196901,1.072458503,0.934640641,0.861728522,1.290301333,1.024807752,1.150928722,0.973831503,1.140149516,1.034879842,0.947205302,0.965232426,0.994241852,0.843754247,0.802666667,0.851250516,1.123977304,1.246858647,0.994376816,0.953975181,1.254051135,1.281849346,1.048570808,0.888588426,1.130748566,1.140719603,1.051457645,1.245015932,1.074368989,0.907754828,1.027399969,0.816555636,1.19428968,0.969997365,0.906948587,1.045805141,1.14962027,1.179053262,1.07697647,1.031208904,1.283102054,1.171458086,1.000505572,1.02387076,0.880050562,0.92746042,0.968099188,1.168048138,1.298160447,1.270476122,1.021091455,0.98617456,0.938300397,0.979491241,1.063011582,1.072203112,0.930841404,1.016197718,0.81371381,1.271494145,1.220897003,1.134254965,0.906037269,0.846580915,0.920767847,1.277105924,0.960056275,0.864835981,0.870429388,1.072413193,0.848289658,1.141831564,0.996236475,0.91093798,1.057424967,1.234978968,0.876452705,1.229229887,1.132397332,1.080682996,0.94107983,0.867114888,1.241730827,1.00700841,1.223317226,1.1485361,1.131202824
1.081028023,1.216377123,1.285122781,0.988089904,1.235942786,0.999816087,0.913555805,1.133749091,0.946474858,1.062244983,0.955489459,0.874665441,1.153131819,0.96363734,1.09675144,0.824305654,1.271140458,1.249694685,0.923988175,0.987852736,1.051182262,0.996024668,1.27285943,1.20790553,0.92392695,1.008819295,0.827777518,1.050071503,1.188006546,1.048956245,1.290671696,0.800328693,1.038739916,1.242005696,0.993255098,1.06367907,1.123115349,0.840724564,0.829499552,1.067294409,1.041804364,1.090270038,0.938296958,1.076766045,1.281514639,1.247717702,0.830376913,1.00180731,1.204824804,1.054056479,1.266787,0.965618111,1.246962719,1.025057999,1.08281096,1.035294001,1.176417751,0.891594602,1.196780814,1.173589044,0.957433197,0.929815024,1.220015807,0.828324707,1.271067457,1.105835399,0.872822716,0.870124865,1.13282872,1.137473535,1.08683726,1.003465812,1.295916651,1.120289814,0.933740949,0.861614467,0.936168652,0.950727587,0.969323763,1.189082481,0.932744139,0.873328163,1.083894449,1.222722166,1.232380878,0.990219119,0.859603587,1.130765142,1.092895029,0.967978867,0.921843875,0.944927311,1.245231391,1.196772648,0.863579879,1.082810936,0.861832318,1.047173598,0.848855375,1.031355798,0.926819642,1.012590214,0.808968926,1.143416245,1.243080282,0.82434094,1.255554634,1.253550776,1.05730938,1.081285998,1.042326538,1.159574229,0.984252084,0.815005069,1.090317439,1.011718732,1.223729117,0.86257,1.246926442,1.256559724,0.822963063,1.243954436,1.219187345,1.049190166,1.12498268
1.147401645,1.16331855,1.299213395,1.2253246,0.950537263,0.908945606,0.853470674,1.165654081,1.133242253,1.034525516,1.033177017,1.098601711,1.183292827,1.037295167,0.880186545,0.85639729,0.903256936,0.876171084,0.933162023,0.84435539,0.914508987,1.205713926,0.971407713,1.23194402,1.185142799,0.942939013,0.93200981,0.906348625,1.127972812,1.003657012,1.21299438,0.823837133,1.027935552,1.098763848,0.831874715,1.153663839,1.27734129,1.21194783,1.246042652,0.929969622,1.030797185,0.967508798,1.150755616,1.041892049,1.166929594,0.81413491,1.093407542,1.014461479,1.256720598,1.044739933,1.299560911,1.019471659,1.219288714,0.927911613,1.079885495,1.019502867,0.85345475,1.112684059,0.954694245,1.110540285,1.073314793,0.955738517,1.227417036,0.83546654,0.82723191,1.107334561,1.026260976,1.235623885,1.122869831,1.259664234,1.031354862,0.924818867,0.89371942,1.118378685,0.851402649,0.867612032,0.945282538,0.922907791,1.138078309,1.224309748,1.049069605,1.160241559,0.804362483,0.936282122,1.075933032,0.929019897,0.827357476,1.152403128,1.224431765,1.129322573,1.073572071,0.815583805,0.963917437,0.90471754,0.959473333,1.171278269,0.819020745,1.006831434,1.153497818,1.077739221,0.832936496,1.08968616,0.877046125,0.989394808,1.254828352,0.993057282,0.906670451,0.875330413,1.065561576,0.824017569,1.28834762,1.018563055,0.931592128,1.02745338,1.148184555,1.164965616,0.857099072,0.856424091,0.858023861,1.060657359,1.054226097,1.108212195,0.94541357,1.271795396,1.164149086
1.013227768,1.064872847,1.293727403,0.912867595,0.918002603,1.240814997,1.13138798,0.950409205,0.877546185,1.279271422,0.905534711,1.032584348,0.888681022,1.171546859,1.283078181,0.974073716,1.015576614,1.13308705,0.852749315,1.289740332,1.156021344,1.25545988,1.102321587,0.88377813,1.05781927,1.226440656,0.838944647,1.054523317,1.179168565,1.197431755,1.16134982,0.906690312,1.263206904,1.201435328,0.89335394,0.803195418,0.876177332,1.072104416,1.295561034,0.883846646,0.915092238,1.232760293,1.090493167,0.809847294,0.910699661,1.138157298,0.897655344,1.17891371,1.196309342,1.084582177,1.197081281,1.111510207,0.819433651,0.87500482,1.190523145,1.198942903,0.970336307,1.22555358,0.870097713,1.058394076,0.987257177,0.946809525,1.035888785,1.236081456,0.863029291,1.290053187,1.185086673,1.128487172,1.100090221,0.994412906,0.867822597,1.056095842,0.987392206,1.240726086,1.247064199,1.04788005,1.280797527,0.83227809,1.087272421,0.809287992,0.965287834,1.167896126,1.023707682,1.058372787,1.180609324,1.015758197,1.056828202,0.805978864,1.280708057,1.204104527,0.810160881,0.851344005,0.823266912,1.059864946,1.224736896,1.266037714,0.921133751,1.173047738,0.97697389,1.103957776,0.849088292,1.205926502,1.031607047,0.839928519,0.808669525,0.827485165,1.086692548,1.047898325,1.221188529,1.174452915,1.244107453,0.941912498,0.959253336,1.104101597,1.219466331,1.071209429,1.172772447,1.29534331,1.227256037,1.093829968,1.194677159,1.114190672,1.238926847,1.081192977,0.919060311
1.21813521,1.214540369,0.875043289,1.198479142,1.215789131,1.271034832,1.277288054,0.968998605,0.912788803,1.228049183,0.80072286,1.00566819,0.920259167,1.135410434,1.102393686,1.035974623,0.825229614,0.828835724,0.944829133,1.138587876,1.016091147,1.205275667,0.833684978,0.963524012,1.273372158,0.961478777,1.265879994,0.82396371,1.195942874,1.081789189,0.890411385,1.037969495,0.810261683,1.216259315,0.990470052,0.806312142,0.878903016,0.982373366,0.869910322,1.165829334,1.124914656,1.220496502,1.290595899,0.930457996,1.241524925,0.870199572,0.834171051,1.00599759,1.128418457,1.278403046,0.982994342,0.949703317,1.188000729,0.956181868,0.856133329,1.14226026,1.287572613,1.172089108,1.006362957,1.205664752,1.085676974,1.299237,0.878446371,0.900092004,1.194908166,0.968326041,0.849278456,1.112720556,1.227429904,1.06445587,0.935929335,0.965894206,1.138001673,1.037925922,0.966678496,1.193054196,0.87197075,0.956295743,1.106388558,1.005535843,0.832250804,1.021208468,0.864959722,1.084463639,0.974835347,0.834793911,0.859919161,0.898039266,0.833513394,1.020723815,0.860522544,0.856821148,1.276365137,0.877764918,0.925877874,1.26687747,1.221805949,1.148102044,1.161465456,0.809554083,1.255424292,0.856555405,1.126284681,1.145733468,0.926072132,1.1402959,0.896346811,1.150118039,1.085102367,0.87730265,1.017475939,0.901087553,0.892851037,1.235970899,0.919901627,1.109308903,1.214650048,0.80799247,1.115751248,1.271878982,1.221237554,0.977355341,1.187614347,1.109003374,0.871863959
1.165693533,1.055937216,1.279239402,1.298440503,1.018876303,1.27447743,1.20728223,1.16716118,1.238811014,0.952767064,1.198805633,1.240244481,1.252244163,0.831945354,1.187565046,0.839765993,1.13789627,1.234034569,0.880667835,1.21442153,1.007973005,0.961119751,1.19761002,1.186527356,1.040061859,0.823670605,0.80366516,1.171698066,0.808176298,1.118113345,0.835730173,0.823994113,0.809758088,1.201985697,1.174303931,1.170797162,1.248016404,1.11537907,1.151828288,1.124792058,0.962185322,0.955002209,0.962215902,0.955828414,0.894024164,1.066086828,1.073955243,1.092627481,1.057478438,1.270091166,1.095991631,0.840829574,1.267503402,0.954121575,0.889351394,1.127329963,0.812423924,1.132717647,1.009509724,0.937314507,1.068558003,1.018835688,1.111625403,1.073696628,1.2827265,1.29007067,0.922221059,0.815409189,0.855047676,1.020157271,1.05219587,1.12163835,0.924069346,1.291188594,1.264775852,1.25497251,1.141671738,1.000839074,0.958825067,0.865487674,1.154817462,1.105060382,1.188547171,1.137511906,1.215470072,1.028681892,1.118952996,1.109466715,0.879861737,1.241087663,1.265873613,1.057470863,1.258464117,0.896312815,0.871471848,1.154394339,1.043664467,0.843581485,1.17828468,0.879184614,0.890336076,0.851314963,1.031828764,1.200090529,1.16425425,1.025247977,0.889325405,0.816681634,0.851387623,0.860739872,1.185040218,0.807298019,0.841752221,1.10539743,1.120019626,1.103988946,0.926352614,1.29750839,0.875401116,0.842392154,1.20271856,1.115951704,1.247860387,1.288571077,1.065922855
